Description	ID	tita	tlon	tcan	tusa	dmag	dpul	afra	ocin	tcas	lart	lubb	lapu	lcou	etex
NA	OG0004970	1	1	1	1	1	1	1	1	3	1	0	1	0	1
NA	OG0004971	1	1	1	1	1	1	1	0	1	1	1	1	1	2
NA	OG0004972	1	1	1	1	1	1	2	0	1	2	1	1	0	1
NA	OG0004973	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004974	1	0	1	1	1	1	1	2	1	1	1	1	1	1
NA	OG0004975	1	1	1	1	1	2	1	0	1	1	1	1	1	1
NA	OG0004976	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004977	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004978	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004979	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004980	1	1	1	1	1	0	2	1	1	1	1	1	1	1
NA	OG0004981	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004982	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004983	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004984	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004985	1	1	2	1	1	1	2	0	0	1	1	1	1	1
NA	OG0004986	1	0	1	1	1	1	1	1	1	1	1	1	1	2
NA	OG0004987	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004988	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004989	1	1	1	1	1	1	1	1	2	1	1	1	1	0
NA	OG0004990	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004991	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004992	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004993	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004994	2	1	1	1	1	1	1	0	1	1	1	1	1	1
NA	OG0004995	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004996	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004997	0	1	1	1	1	1	2	1	1	1	1	1	1	1
NA	OG0004998	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0004999	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005000	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005001	2	1	1	1	1	1	1	0	1	1	1	1	1	1
NA	OG0005002	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005003	1	1	1	1	1	0	1	0	1	1	2	1	1	2
NA	OG0005004	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005005	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005006	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005007	1	1	1	1	1	1	1	0	3	0	1	1	0	2
NA	OG0005008	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005009	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005010	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005011	2	1	1	1	1	1	1	1	1	0	1	1	1	1
NA	OG0005012	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005013	1	1	1	1	2	1	1	0	1	1	1	1	1	1
NA	OG0005014	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005015	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005016	1	1	1	1	1	0	1	1	1	1	1	1	1	2
NA	OG0005017	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005018	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005019	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005020	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005021	1	1	1	1	1	1	1	1	2	1	1	0	1	1
NA	OG0005022	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005023	1	1	0	0	1	2	1	2	1	2	0	0	0	3
NA	OG0005024	1	1	1	1	1	1	1	1	2	1	1	1	1	0
NA	OG0005025	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005026	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005027	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005028	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005029	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005030	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005031	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005032	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005033	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005034	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005035	0	0	0	0	0	1	10	0	0	0	2	0	0	1
NA	OG0005036	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005037	0	0	0	0	1	1	5	1	1	0	1	1	2	1
NA	OG0005038	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005039	1	1	1	1	1	1	1	0	1	1	1	1	1	2
NA	OG0005040	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005041	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005042	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005043	1	1	1	1	1	1	1	1	2	1	1	1	1	0
NA	OG0005044	1	1	1	1	1	1	1	2	0	1	1	1	1	1
NA	OG0005045	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005046	1	1	1	1	1	2	1	2	0	1	0	1	1	1
NA	OG0005047	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005048	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005049	1	1	1	1	2	2	1	1	0	1	1	1	1	0
NA	OG0005050	0	1	2	1	1	1	1	1	2	0	1	1	1	1
NA	OG0005051	1	1	1	1	1	1	1	1	0	1	1	1	1	2
NA	OG0005052	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005053	1	1	1	1	1	1	1	1	2	1	1	1	1	0
NA	OG0005054	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005055	1	0	1	1	1	1	1	2	1	1	1	1	1	1
NA	OG0005056	1	1	1	1	1	2	1	0	1	1	1	1	1	1
NA	OG0005057	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005058	1	1	1	1	1	1	2	1	1	0	1	1	1	1
NA	OG0005059	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005060	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005061	2	1	1	1	1	1	1	0	1	1	1	1	1	1
NA	OG0005062	1	1	1	1	1	1	1	1	2	1	1	0	1	1
NA	OG0005063	1	1	1	1	1	1	2	0	1	1	1	1	1	1
NA	OG0005064	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005065	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005066	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005067	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005068	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005069	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005070	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005071	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005072	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005073	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005074	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005075	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005076	1	1	1	1	1	1	1	0	2	1	1	1	1	1
NA	OG0005077	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005078	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005079	2	1	1	1	1	1	1	0	1	1	1	1	1	1
NA	OG0005080	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005081	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005082	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005083	1	0	1	1	0	1	1	1	1	1	1	1	1	3
NA	OG0005084	1	1	1	1	1	1	2	1	1	0	1	1	1	1
NA	OG0005085	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005086	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005087	1	1	1	1	1	2	1	1	1	1	1	1	0	1
NA	OG0005088	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005089	1	0	1	1	1	1	1	2	1	1	1	1	1	1
NA	OG0005090	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005091	1	1	1	1	1	1	1	0	1	1	1	1	1	2
NA	OG0005092	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005093	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005094	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005095	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005096	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005097	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005098	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005099	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005100	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005101	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005102	1	1	1	1	1	1	1	0	2	1	1	1	1	1
NA	OG0005103	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005104	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005105	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005106	1	1	1	1	1	0	1	3	0	1	2	0	1	1
NA	OG0005107	2	1	1	1	1	1	1	1	1	1	1	1	1	0
NA	OG0005108	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005109	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005110	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005111	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005112	1	1	1	1	0	0	3	0	1	1	2	1	1	1
NA	OG0005113	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005114	2	1	1	1	1	1	1	0	0	1	1	1	1	2
NA	OG0005115	1	1	1	1	1	1	1	0	2	1	1	1	1	1
NA	OG0005116	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005117	1	1	1	1	1	1	1	1	2	1	0	1	1	1
NA	OG0005118	1	1	1	1	0	3	1	0	0	1	1	1	1	2
NA	OG0005119	0	1	0	0	2	2	1	1	1	1	1	1	1	2
NA	OG0005120	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005121	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005122	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005123	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005124	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005125	1	1	1	1	2	1	1	0	0	1	1	1	1	2
NA	OG0005126	1	1	1	1	1	1	1	2	1	1	1	1	1	0
NA	OG0005127	1	1	1	1	1	1	1	1	1	1	0	1	1	2
NA	OG0005128	1	1	1	1	1	1	2	1	0	1	1	1	1	1
NA	OG0005129	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005130	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005131	1	1	1	1	2	1	1	1	1	1	1	1	0	1
NA	OG0005132	1	1	1	1	1	1	2	1	1	1	1	1	1	0
NA	OG0005133	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005134	2	0	0	0	1	1	2	1	1	0	3	1	0	2
NA	OG0005135	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005136	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005137	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005138	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005139	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005140	0	1	0	1	1	2	1	2	1	1	1	1	1	1
NA	OG0005141	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005142	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005143	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005144	1	1	1	1	1	1	1	1	4	0	0	0	0	2
NA	OG0005145	1	1	1	1	1	1	1	0	1	1	1	1	1	2
NA	OG0005146	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005147	1	1	1	1	0	1	1	2	1	1	1	1	1	1
NA	OG0005148	0	1	2	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005149	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005150	1	0	1	1	1	1	1	1	1	1	1	1	1	2
NA	OG0005151	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005152	1	0	1	1	1	1	2	0	1	1	2	1	1	1
NA	OG0005153	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005154	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005155	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005156	1	1	1	1	1	1	2	1	1	1	1	1	1	0
NA	OG0005157	1	1	1	1	1	2	1	1	0	1	1	1	1	1
NA	OG0005158	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005159	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005160	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005161	2	1	1	1	2	1	1	0	0	1	1	1	1	1
NA	OG0005162	1	0	1	1	2	1	1	1	1	1	1	1	1	1
NA	OG0005163	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005164	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005165	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005166	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005167	1	1	1	1	1	1	1	2	1	0	1	1	1	1
NA	OG0005168	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005169	1	1	1	1	1	1	1	1	0	1	2	1	1	1
NA	OG0005170	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005171	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005172	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005173	1	1	1	1	1	1	1	1	0	1	2	1	1	1
NA	OG0005174	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005175	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005176	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005177	1	1	1	1	1	1	1	0	1	1	1	1	1	2
NA	OG0005178	1	1	1	1	1	1	2	1	1	1	1	1	1	0
NA	OG0005179	1	1	1	0	2	2	2	1	1	1	1	0	0	1
NA	OG0005180	2	1	1	1	0	1	1	1	1	1	1	1	1	1
NA	OG0005181	1	1	1	1	2	1	1	1	0	1	1	1	1	1
NA	OG0005182	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005183	2	0	1	1	1	2	1	1	1	0	1	0	0	3
NA	OG0005184	1	1	1	1	1	1	1	0	1	1	1	1	2	1
NA	OG0005185	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005186	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005187	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005188	1	1	0	0	1	1	1	1	1	1	1	2	1	2
NA	OG0005189	1	1	1	1	1	1	1	0	0	1	1	1	1	3
NA	OG0005190	1	0	1	1	1	1	1	1	1	1	1	1	1	2
NA	OG0005191	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005192	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005193	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005194	1	1	1	1	1	0	1	2	1	1	1	1	1	1
NA	OG0005195	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005196	1	1	1	1	1	1	1	0	0	1	1	1	2	2
NA	OG0005197	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005198	1	1	1	1	1	1	1	1	2	1	1	1	1	0
NA	OG0005199	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005200	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005201	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005202	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005203	1	1	1	1	1	0	2	1	1	1	1	1	1	1
NA	OG0005204	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005205	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005206	1	1	1	1	2	1	1	1	0	1	2	0	1	1
NA	OG0005207	2	1	1	1	0	1	1	1	1	1	1	1	1	1
NA	OG0005208	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005209	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005210	1	1	1	1	1	1	2	1	0	1	1	1	1	1
NA	OG0005211	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005212	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005213	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005214	1	1	1	1	1	1	1	0	2	1	1	1	1	1
NA	OG0005215	1	1	1	1	1	1	1	0	2	1	1	1	1	1
NA	OG0005216	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005217	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005218	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005219	1	1	1	1	1	1	1	1	4	0	1	0	0	1
NA	OG0005220	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005221	1	1	1	1	1	1	1	1	1	1	0	0	1	3
NA	OG0005222	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005223	1	1	1	1	1	0	1	1	1	1	1	1	1	2
NA	OG0005224	1	1	1	1	1	1	2	1	1	0	2	1	0	1
NA	OG0005225	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005226	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005227	1	0	0	0	0	0	9	0	0	0	1	0	3	0
NA	OG0005228	1	1	1	1	2	2	1	0	0	1	1	1	1	1
NA	OG0005229	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005230	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005231	0	0	0	0	1	1	12	0	0	0	0	0	0	0
NA	OG0005232	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005233	1	1	1	1	0	2	1	1	1	1	1	1	1	1
NA	OG0005234	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005235	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005236	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005237	1	1	1	1	1	2	1	0	0	1	1	2	1	1
NA	OG0005238	1	1	1	1	1	0	1	1	2	1	1	1	1	1
NA	OG0005239	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005240	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005241	1	1	1	1	1	1	1	2	1	1	1	1	1	0
NA	OG0005242	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005243	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005244	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005245	1	1	1	1	1	1	1	1	2	1	1	1	1	0
NA	OG0005246	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005247	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005248	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005249	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005250	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005251	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005252	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005253	1	1	1	1	1	1	1	1	2	0	1	1	1	1
NA	OG0005254	1	1	2	1	1	1	1	1	0	1	1	1	1	1
NA	OG0005255	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005256	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005257	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005258	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005259	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005260	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005261	1	1	1	1	1	0	2	1	1	1	1	1	1	1
NA	OG0005262	0	0	1	1	1	1	1	2	3	0	0	0	1	3
NA	OG0005263	0	0	0	0	0	11	2	0	0	0	0	0	1	0
NA	OG0005264	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005265	1	1	1	1	1	1	1	0	2	1	1	1	1	1
NA	OG0005266	1	1	1	1	1	1	2	1	1	1	1	1	1	0
NA	OG0005267	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005268	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005269	1	1	1	0	1	1	2	1	1	1	1	1	1	1
NA	OG0005270	1	1	1	1	1	1	2	0	3	1	0	1	1	0
NA	OG0005271	1	1	1	1	0	1	1	2	1	1	1	1	1	1
NA	OG0005272	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005273	1	1	1	1	1	1	2	1	1	1	1	1	1	0
NA	OG0005274	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005275	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005276	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005277	1	1	1	1	1	1	1	1	1	1	1	0	1	2
NA	OG0005278	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005279	1	1	1	1	1	1	2	0	1	1	1	1	1	1
NA	OG0005280	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005281	1	1	1	1	1	1	1	2	1	1	1	1	1	0
NA	OG0005282	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005283	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005284	1	1	1	1	2	2	1	1	1	0	1	0	1	1
NA	OG0005285	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005286	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005287	1	1	1	1	1	1	1	0	1	2	1	2	1	0
NA	OG0005288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005289	1	1	1	1	1	1	1	1	2	1	0	1	1	1
NA	OG0005290	1	1	1	1	2	0	1	1	0	1	1	1	1	2
NA	OG0005291	1	1	1	1	1	0	2	1	1	0	1	1	1	2
NA	OG0005292	1	1	1	1	1	2	1	0	1	1	1	1	1	1
NA	OG0005293	1	1	1	1	1	1	1	1	0	1	1	1	1	2
NA	OG0005294	1	1	1	1	1	1	2	1	0	1	1	1	1	1
NA	OG0005295	1	1	1	1	2	1	1	1	1	1	0	1	1	1
NA	OG0005296	1	1	0	0	1	1	3	1	1	1	1	1	1	1
NA	OG0005297	1	1	1	1	1	2	1	1	1	1	0	1	1	1
NA	OG0005298	1	1	1	1	1	1	1	0	1	1	1	1	1	2
NA	OG0005299	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005300	1	0	0	0	1	1	6	0	0	0	1	0	3	1
NA	OG0005301	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005302	1	1	1	1	1	1	1	1	2	1	1	1	1	0
NA	OG0005303	1	0	1	1	1	1	1	1	1	1	1	1	1	2
NA	OG0005304	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005305	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005306	1	1	1	1	2	1	1	0	1	1	1	1	1	1
NA	OG0005307	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005308	1	1	1	1	1	1	1	2	1	1	1	1	1	0
NA	OG0005309	1	1	1	1	1	1	2	1	0	1	1	1	1	1
NA	OG0005310	1	1	1	1	1	1	1	2	1	1	1	0	1	1
NA	OG0005311	1	1	1	1	1	1	2	1	1	0	1	1	1	1
NA	OG0005312	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005313	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005314	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005315	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005316	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005317	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005318	2	1	1	1	0	0	1	2	1	1	1	1	1	1
NA	OG0005319	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005320	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005321	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005322	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005323	1	1	1	1	1	0	1	1	2	1	1	1	1	1
NA	OG0005324	1	1	1	1	1	1	1	2	1	1	1	1	1	0
NA	OG0005325	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005326	1	1	1	1	0	2	1	1	1	1	1	1	1	1
NA	OG0005327	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005328	1	1	1	1	1	1	1	2	0	1	1	1	1	1
NA	OG0005329	1	1	1	2	1	1	1	1	1	1	1	1	1	0
NA	OG0005330	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005331	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005332	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005333	1	1	1	1	0	1	2	1	1	1	1	1	1	1
NA	OG0005334	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005335	1	1	1	1	1	1	1	2	0	1	1	1	1	1
NA	OG0005336	1	1	1	1	1	1	1	0	1	1	2	1	1	1
NA	OG0005337	1	1	1	1	1	1	1	1	0	1	1	0	3	1
NA	OG0005338	1	1	1	1	1	1	1	0	2	1	1	1	1	1
NA	OG0005339	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005340	1	1	2	1	1	1	2	1	1	1	0	0	1	1
NA	OG0005341	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005342	1	1	1	1	1	2	1	1	2	0	1	1	1	0
NA	OG0005343	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005344	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NA	OG0005345	1	1	1	1	1	1	1	1	1	1	1	1	1	1
